	 800.00 	 400.00 
	 815.00 	 400.00 
	 830.00 	 400.00 
	 845.00 	 400.00 
	 860.00 	 400.00 
	 875.00 	 400.00 
	 890.00 	 400.00 
	 905.00 	 400.00 
	 920.00 	 400.00 
	 935.00 	 400.00 
	 950.00 	 400.00 
	 965.00 	 400.00 
	 980.00 	 400.00 
	 995.00 	 400.00 
	 1010.00 	 400.00 
	 1025.00 	 400.00 
	 1040.00 	 400.00 
	 1055.00 	 400.00 
	 1070.00 	 400.00 
	 1085.00 	 400.00 
	 1100.00 	 400.00 
	 1115.00 	 400.00 
	 1130.00 	 400.00 
	 1145.00 	 400.00 
	 1160.00 	 400.00 
	 1175.00 	 400.00 
	 1190.00 	 400.00 
	 1205.00 	 400.00 
	 1220.00 	 400.00 
	 1235.00 	 400.00 
	 1250.00 	 400.00 
	 1265.00 	 400.00 
	 1280.00 	 400.00 
	 1295.00 	 400.00 
	 1310.00 	 400.00 
	 1325.00 	 400.00 
	 1340.00 	 400.00 
	 1355.00 	 400.00 
	 1370.00 	 400.00 
	 1385.00 	 400.00 
	 1400.00 	 400.00 
	 1415.00 	 400.00 
	 1430.00 	 400.00 
	 1445.00 	 400.00 
	 1460.00 	 400.00 
	 1475.00 	 400.00 
	 1490.00 	 400.00 
	 1505.00 	 400.00 
	 1520.00 	 400.00 
	 1535.00 	 400.00 
	 1550.00 	 400.00 
	 1565.00 	 400.00 
	 1580.00 	 400.00 
	 1595.00 	 400.00 
	 1610.00 	 400.00 
	 1625.00 	 400.00 
	 1640.00 	 400.00 
	 1655.00 	 400.00 
	 1670.00 	 400.00 
	 1685.00 	 400.00 
	 1700.00 	 400.00 
	 1715.00 	 400.00 
	 1730.00 	 400.00 
	 1745.00 	 400.00 
	 1760.00 	 400.00 
	 1775.00 	 400.00 
	 1790.00 	 400.00 
	 1805.00 	 400.00 
	 1820.00 	 400.00 
	 1835.00 	 400.00 
	 1850.00 	 400.00 
	 1865.00 	 400.00 
	 1880.00 	 400.00 
	 1895.00 	 400.00 
	 1910.00 	 400.00 
	 1925.00 	 400.00 
	 1940.00 	 400.00 
	 1955.00 	 400.00 
	 1970.00 	 400.00 
	 1985.00 	 400.00 
	 2000.00 	 400.00 
	 2015.00 	 400.00 
	 2030.00 	 400.00 
	 2045.00 	 400.00 
	 2060.00 	 400.00 
	 2075.00 	 400.00 
	 2090.00 	 400.00 
	 2105.00 	 400.00 
	 2120.00 	 400.00 
	 2135.00 	 400.00 
	 2150.00 	 400.00 
	 2165.00 	 400.00 
	 2180.00 	 400.00 
	 2195.00 	 400.00 
	 2210.00 	 400.00 
	 2225.00 	 400.00 
	 2240.00 	 400.00 
	 2255.00 	 400.00 
	 2270.00 	 400.00 
	 2285.00 	 400.00 
	 2300.00 	 400.00 
	 2315.00 	 400.00 
	 2330.00 	 400.00 
	 2345.00 	 400.00 
	 2360.00 	 400.00 
	 2375.00 	 400.00 
	 2390.00 	 400.00 
	 2405.00 	 400.00 
	 2420.00 	 400.00 
	 2435.00 	 400.00 
